id,frames,gate,crossing_events
cd7ea62f2e7ab58767edbd4e,"[""frames/cc49b5acab2e001f5a4ae6b9.png"",""frames/7a722623299e81a648c60f9a.png"",""frames/c54aeb533b0b2125357f936e.png"",""frames/0a18307fe03381b74d0bffc6.png"",""frames/c978ab5c3f127d32f1e369cb.png"",""frames/2d029af5ae834397d0680b45.png"",""frames/1d1c273036e1af58e9aa0b0d.png"",""frames/098b47201656061379de607b.png"",""frames/f5ec3ded851cc0e58c27156b.png"",""frames/d48ad827195f265cdb389dbd.png"",""frames/2b3d73e8965040e7dafd5009.png"",""frames/b1df074fc1ea4f57912f41c3.png"",""frames/56cae27a9f71858ccce54d1b.png"",""frames/7fd1a8f894037c863604eb63.png"",""frames/7e392707f020cea8b2206c34.png"",""frames/7145a3c876a6c10d29a3efeb.png"",""frames/4a236a8cd460c1ab5b7fcf4e.png"",""frames/302b9f510918b26c007cbead.png"",""frames/933d86e2509440afbcdca787.png"",""frames/6b5e79b7611178047b8cf6e8.png""]","[0.8,0,0.8,1]","[[5.960608,1,0.639989],[6.358501,1,0.553057],[10.838292,1,0.429165],[14.45658,-1,0.729806],[16.266881,1,0.657306]]"
cd8346d79b31497b6f1199c3,"[""frames/ccfcfe1368c902b7be6a78e4.png"",""frames/a18e2d1bebae195f457e7886.png"",""frames/8ce72614e37f24897499b380.png"",""frames/372ab633d67c06f95ae7410f.png"",""frames/f17c4eb30fe5478f4aa08b20.png"",""frames/d853501c6beaa0126a14e77c.png"",""frames/a773c7dadcc4ae69df7a4d9f.png"",""frames/3b46da5deae5a7419f5c815b.png"",""frames/b189775647de70fe4350b99c.png"",""frames/0a7b8dab68cd6710d6f9e311.png"",""frames/82b7e9e5f82bcbc852b9bf8f.png"",""frames/ee19d22703eccbe3b34a4300.png"",""frames/853fa508596ea2f240c8835a.png"",""frames/596c7ac83ebe72cf781e9540.png"",""frames/8dce634044227c3dfa04ca4d.png"",""frames/aaf94422e7993557dab97574.png"",""frames/ad685d9cee0a5eb0e63e0055.png"",""frames/f714750d6b59183d5ab666a3.png"",""frames/46ff19ca0beb407e6f8a09ff.png"",""frames/588bd73f229674e4f7cf6b1b.png""]","[0.35,0,0.35,1]","[[8.925433,-1,0.728744],[11.798305,1,0.778514],[13.819321,1,0.243973]]"
cd85b63332b91dd0f571e38d,"[""frames/7353c9a103e61441cc98d97e.png"",""frames/c72044eca7b4b236bcd90bfd.png"",""frames/6440008bf612dad7c3a2422c.png"",""frames/461a4b98f7712c319687d22c.png"",""frames/ead8864e0ed1694d85d4efb3.png"",""frames/24cd059cfe7794bf8cd5c93a.png"",""frames/740a733c34da5716f6725069.png"",""frames/8a316fe970863dbda95d184a.png"",""frames/0bffda432e1936bbadafa5b7.png"",""frames/7b7f7ae1a25b5ff6d427bc55.png"",""frames/4e3516e22fec024353cc1688.png"",""frames/5ae0775b5768aa4a56ccead5.png"",""frames/2e624e95ca12ed425b37ad26.png"",""frames/2682393c09f4dd281170f4bb.png"",""frames/a94900efc5bfe3194e8790c3.png"",""frames/67afa1647e96a67573e44710.png"",""frames/6873357ce2d8b177e5b320d7.png"",""frames/a931994f25ff678b295523c6.png"",""frames/d261abd148b37b350bee0c8e.png"",""frames/53053ce1b558cfc18c43e928.png""]","[0,0.8,1,0.8]","[[15.688554,1,0.492543],[16.726657,-1,0.492543],[17.136682,1,0.490885]]"
cd9b2999f0ad517c60c0e304,"[""frames/c09e1b5e70aee7f71b304c4b.png"",""frames/71a99287b5f117cba0c9d31a.png"",""frames/ffbd3079b8f8f7973f229c4d.png"",""frames/9acb4066ccf5e094204857ab.png"",""frames/39364dd5de656ed8ac704bee.png"",""frames/24e96b64d78353314e47a2b3.png"",""frames/8b184751d8ed031ab01ffb75.png"",""frames/42f795cea4206d5c861f794c.png"",""frames/3ed9f47dd2a97168f53cffd7.png"",""frames/c601aae8992ab48bb0e8bc16.png"",""frames/dacdc774cc9969bc3f3c5f88.png"",""frames/5a5648ee3c05ded56a6551ca.png"",""frames/ef381377d03f1d9f394fe4b2.png"",""frames/45d5afe2cce90230e57c4df5.png"",""frames/df7dae199c183216b8554cb8.png"",""frames/6e79d2dae86d61f3af466427.png"",""frames/89bbf6dce12f1a9fea9e3951.png"",""frames/f4cea0a417e4e3faea56b85a.png"",""frames/0991c218c2b9b095b2ee26e7.png"",""frames/866ae2f4c4e2687dee2def12.png""]","[0,0.5,1,0.5]","[[6.56222,-1,0.697869],[8.99414,-1,0.548795],[14.576033,1,0.580426],[18.847934,-1,0.414916]]"
cda84e308aab2f3daa23bd02,"[""frames/eb87f27b4f4034c87e22c556.png"",""frames/ca59163777faca4ccaa0b2d0.png"",""frames/87a25f148ac2b6f8a81f25ca.png"",""frames/ae61bb2c65d08c6e7303d08b.png"",""frames/68154e6542cc7cd000cc828b.png"",""frames/0f11343c919954ef17b2e37a.png"",""frames/2b3d8b37104d50b10d8c7ed5.png"",""frames/c8f19d5811bf2b712c8dd872.png"",""frames/b2f4e52fc6a757dea02071cc.png"",""frames/341849306b065eac5a494e62.png"",""frames/0738464bcd26cb45c5275edc.png"",""frames/5501c5f964c991b327572f5b.png"",""frames/bdd184eea71e72881c5b1b95.png"",""frames/44bb3923575bfce115f06525.png"",""frames/ce788b8057234021ea532028.png"",""frames/0120de735f8c10f2d9b7993b.png"",""frames/5b6a5c4233537e9a1ccaf5ed.png"",""frames/0509f9651b5811e6af398a10.png"",""frames/7e57f2df1edebabb14a51755.png"",""frames/60bdfe10bbda7cc309fbaba1.png""]","[0.8,0,0.8,1]","[[11.506446,1,0.215242],[11.911269,-1,0.275689]]"
cdb50c1d4398fbb0b3559d64,"[""frames/de00ed2f275e81ee8293fb8d.png"",""frames/037d3ad9edad7f74ef2fb31b.png"",""frames/6d192a527e0b0ef5b4ab167d.png"",""frames/21af5fb9674f3b0646419769.png"",""frames/8d470b2bb85b7336169afe59.png"",""frames/99d83c73459a6bc8ed6e6ee3.png"",""frames/127ceeccefaea1a34e4e2810.png"",""frames/515a3d297390747b155eef9a.png"",""frames/96b80c9ca5f0f1248a00cbf7.png"",""frames/a1b0de555d4f40748df8cb5a.png"",""frames/4641ccbe2340f166bef2518b.png"",""frames/4ff19fc60ea9f7b0906397aa.png"",""frames/16009297913303813399c928.png"",""frames/8c55987e4141c0d620008d2c.png"",""frames/c64a30834437c934b17799d1.png"",""frames/c50ed06a573201b3891591e8.png"",""frames/90f04a1f10d49f83ad58d45a.png"",""frames/882a4f40651886342a99a299.png"",""frames/2bd71a4f716410a3f8a7b909.png"",""frames/f77a7e113f953a4db6c4ea7d.png""]","[0,0.5,1,0.5]","[[11.32361,-1,0.419507]]"
cdc39cf6499784a46b579831,"[""frames/82b7e9e5f82bcbc852b9bf8f.png"",""frames/ee19d22703eccbe3b34a4300.png"",""frames/853fa508596ea2f240c8835a.png"",""frames/596c7ac83ebe72cf781e9540.png"",""frames/8dce634044227c3dfa04ca4d.png"",""frames/aaf94422e7993557dab97574.png"",""frames/ad685d9cee0a5eb0e63e0055.png"",""frames/f714750d6b59183d5ab666a3.png"",""frames/46ff19ca0beb407e6f8a09ff.png"",""frames/588bd73f229674e4f7cf6b1b.png"",""frames/e64915d3bcdfdf9e12bab7f6.png"",""frames/b5168a71d39fbd5018d9a27d.png"",""frames/313b83b334f2d4658999c06e.png"",""frames/5ac84c81db6a49fe1574d7cd.png"",""frames/9d02fbec4dfd4ddcdcd67d55.png"",""frames/3e0783ff514025d2e7fcdd38.png"",""frames/31421fc3c14dad7c70f42b6d.png"",""frames/dff81ac0901d8e56846fa282.png"",""frames/45a0deda42db36a923df726b.png"",""frames/8049930e43329629f4158058.png""]","[0,0.2,1,0.2]","[[5.805624,1,0.480704],[6.638875,-1,0.380473],[7.731459,-1,0.48166]]"
ce12da62f3a81217897d8faa,"[""frames/eb8284f5deb3ef6383a33122.png"",""frames/094546bbc5e6f8b749d44a4c.png"",""frames/7e9b01fb55d16fcc55d82490.png"",""frames/8717a6902cf8bae047aabf69.png"",""frames/e2db6041abc9ccd63637fee9.png"",""frames/812d6f27e996601744bebdce.png"",""frames/bc85b4e0a8f4d9dcd4652a2f.png"",""frames/5b15bade7927905f5fa03919.png"",""frames/1a44000721e40ebea445c134.png"",""frames/dad28f061279e61a8782bef7.png"",""frames/d552d27e737208c0cb10f163.png"",""frames/4c0fa7204f1bcd1a6e9d4606.png"",""frames/0aa06c402f626b737b91d179.png"",""frames/dd065e24c326284f4a220525.png"",""frames/2c1df0bc2af3a4c82c1a2313.png"",""frames/b56341d565b6bad8500b4d38.png"",""frames/4423d7ab8a2854a1eb9b8be0.png"",""frames/a52ff14437d9d388fb4e1389.png"",""frames/e5614770c6c6971c568b8152.png"",""frames/497050b8728e0f3d1619b7c0.png""]","[0.5,0,0.5,1]","[[3.137846,1,0.924134],[3.702962,-1,0.619653],[4.478513,-1,0.654076],[5.355991,1,0.449136],[6.322005,-1,0.460522],[8.516001,-1,0.809912],[9.677995,1,0.522231],[13.094077,1,0.723922],[14.812019,-1,0.445651],[15.689228,1,0.44978],[17.322005,-1,0.445403]]"
ce16ab71aee75f44b4a11f6d,"[""frames/26fe9e76e6aa76e96d9e8195.png"",""frames/d1ca9e84069c2752cea8be6f.png"",""frames/f8bea56b21b4b81966081eec.png"",""frames/2fce0865e0ddf753f4655f70.png"",""frames/daabacfc5547123facdbbd6f.png"",""frames/79c6ea8c77d70bebaf270e28.png"",""frames/7e471f05e143393af3ac2d23.png"",""frames/6faac74e03dc5fc737123ab0.png"",""frames/d63c67741cf8b632a5f2eed3.png"",""frames/318e76c3c7f92aff774a7c2a.png"",""frames/1ef40150f6890f20e7e1a8c6.png"",""frames/06ca76ddd309df5123e00660.png"",""frames/c42ccecb148e910bc2b67410.png"",""frames/f4af06467ca1a25c19f692c3.png"",""frames/853d8d81dcca26acaf8883fd.png"",""frames/5092c3e49f9004d692b6c873.png"",""frames/8c93184b9ba103c5ae9ab7d5.png"",""frames/b3469f8de73c308aeda83e5f.png"",""frames/2284d6ed07ad66406b6cedef.png"",""frames/a781c8ae42ca7e6d9ea2f58b.png""]","[0,0.5,1,0.5]","[[3.016115,1,0.425112],[4.21889,1,0.975],[5.062615,1,0.536658],[6.787108,-1,0.231523],[7.008057,1,0.772082],[7.118273,1,0.484411],[7.56222,-1,0.446463],[8.787108,-1,0.260605],[8.997967,1,0.025],[9.010743,1,0.451979],[15.161295,-1,0.833673],[15.844077,1,0.486995],[16.193554,-1,0.896631],[16.340496,1,0.072302]]"
ce1d7f55ed8e6f26b34eae7b,"[""frames/8ec01f1580306ede65352d2c.png"",""frames/0dff4431e4e3ab9f0c43b97b.png"",""frames/7c6f0b4946992d4d501d3387.png"",""frames/4416cdfbe799220fb45309a1.png"",""frames/51f567283820d9676afbda66.png"",""frames/ae2472c67e6d42bfb95a43d9.png"",""frames/ab20e74eeafd658df216024c.png"",""frames/a9995bd6636e8cb02fdeb059.png"",""frames/966e7e60f67854d7a12e663d.png"",""frames/69530c58766b60ae546f1aea.png"",""frames/74c4ae026c25a75fc8fc791f.png"",""frames/d3d66a8b6fdc5dd30f30b6e2.png"",""frames/03ada22cbc492579275dd2e3.png"",""frames/38750bafe8fb816d7bb93cc8.png"",""frames/bc39e06e990a8e2c041ab6a5.png"",""frames/a97bb5a1e875c61b7eb4652a.png"",""frames/9e162f966d86719dafb50ea7.png"",""frames/84ac1e90592e39b24ef5bf90.png"",""frames/382b4085f5ee4cdcb1dac4d6.png"",""frames/9494e651952bafbc6516b9f4.png""]","[0,0.5,1,0.5]","[[1.193554,-1,0.373095],[5.116943,-1,0.619673],[9.562718,1,0.894052],[9.844077,1,0.325609],[10.844614,1,0.451114],[11.387108,-1,0.321019],[12.766115,1,0.514205],[15.212892,1,0.318213],[15.387108,-1,0.055692],[16.847934,-1,0.404642],[17.233885,-1,0.302148],[18.537631,1,0.971107],[18.911295,-1,0.812533]]"
ce2b0ebeab304f9a739ea852,"[""frames/4f11e32ae000ebcba1428cd9.png"",""frames/b14fb3b5149bc7177fc76b0e.png"",""frames/15cceb8bcc0720487ef7aa77.png"",""frames/2dae8b00a742729aad083c49.png"",""frames/55cc3e10fa50f0d99512504f.png"",""frames/c98ab8d553d0e62574560fea.png"",""frames/b93dbad2780a60e7c1d702fb.png"",""frames/a42dc1cd6ab8a2cc442790e3.png"",""frames/f91a20742902af649399a52f.png"",""frames/ce2c614eb7c615f0df19a937.png"",""frames/c4a42a38b25ac3b8282e5353.png"",""frames/68f0b3dc59e1a58c8bd4f8a0.png"",""frames/5533cf753f4a7ad19dc6b0fb.png"",""frames/828a28b341dc307d989a43ab.png"",""frames/0ac9cd473a00e763d9457966.png"",""frames/a6a36dc83bbd93530c50a9fa.png"",""frames/c38c22518df02d80689445e3.png"",""frames/6a83e7ee2e2c45d7fca8bb46.png"",""frames/ffca2a6d803243d3fcfe8192.png"",""frames/0dc305c40c6557a0f05c5c7d.png""]","[0,0.35,1,0.35]","[[2.497677,1,0.144771],[13.569438,1,0.435667],[14.013937,-1,0.89222]]"
cee1ba32fab0bf89b0f05472,"[""frames/3f140e6a321cd6b6b63a9a7d.png"",""frames/0f8944395b2f944ac18c2437.png"",""frames/599a3549828e83d7d70fd7d9.png"",""frames/02a97641307d7f39460bcf66.png"",""frames/4cb4b8efa2119deba8895410.png"",""frames/98bd444a8b68b637541f22f0.png"",""frames/dceb6f2c7f3138d85d4fbf2a.png"",""frames/c3ac9bf7865ae737b7aeb199.png"",""frames/7c4087eaa80f7ecce8030468.png"",""frames/4de5cbad44e800bd03961f3f.png"",""frames/9937646bdbbce3aea191af0e.png"",""frames/2d0f2cc445b97261b730343f.png"",""frames/ecc7bc75107f2b5fd56c6db8.png"",""frames/2ee4e38cb6a14d9e2cf37b69.png"",""frames/9454cee131de21a49d114c92.png"",""frames/15c8272f6eff2bb770959abb.png"",""frames/65914cedd9945e2b100a4153.png"",""frames/4300a3caddbcf60fba4e128f.png"",""frames/a903c1dce0db542db240fc7b.png"",""frames/6723682cccedd7dc4dd7fdca.png""]","[0,0.65,1,0.65]","[[2.393507,1,0.664124],[3.030425,-1,0.579012],[3.404329,-1,0.66234],[4.595671,1,0.661589],[6.070995,-1,0.66327],[7.929005,1,0.662099],[8.106493,-1,0.661965]]"
cf08c0aa4a057fecad003cd9,"[""frames/44d96c8a1ef33db319dc82f7.png"",""frames/329dbc6e3bba273ce2ef289a.png"",""frames/656b136b5a46cf208b5afec0.png"",""frames/e9a715f028d219248359fae8.png"",""frames/04fe468d1d339db950de34cb.png"",""frames/00ac851ae40a685cecf538be.png"",""frames/2b3cec7999ac0070ed1586d0.png"",""frames/710ca721e35036944f2b3b95.png"",""frames/59cd41fd2fbbee0f703db0e4.png"",""frames/d077dd64dae88af7f09a243a.png"",""frames/dfb63da688328c77e538d87f.png"",""frames/3cace1db08f2021b11a7edcb.png"",""frames/d4b44529d97b3f80fc0770ee.png"",""frames/4a4fac181dd0155e1d46f080.png"",""frames/ee2c743cceb5f46d71b61854.png"",""frames/8e48efdc2689bb5d86a9f7da.png"",""frames/fe65ddf2740291912b47c9fa.png"",""frames/47a4dd0f33584ac4c0533218.png"",""frames/5a248701fb4ea27468ba964e.png"",""frames/bc7c766a70fb892c968f6e46.png""]","[0,0.8,1,0.8]","[[0.768815,1,0.529919],[0.78594,1,0.526718],[16.838217,1,0.342754],[17.444904,-1,0.341049]]"
cf0ea3b31678b47c388f7018,"[""frames/63519268d8ea9c726e838158.png"",""frames/3fc8395524bafff8038517c3.png"",""frames/5c9a526a1efa68bcc06dc2a7.png"",""frames/778666248a50e1b810f5c808.png"",""frames/d11f38d0338ed75e7299aac3.png"",""frames/97b22c446db40951ad717c3e.png"",""frames/8e15f894efd54c8e4b8c60f7.png"",""frames/eef4de3c1e7a4b946927705b.png"",""frames/253cb0367864ae86d206ea97.png"",""frames/28f0709f9d5ab6ef316e666b.png"",""frames/6eb13066f0f77d439e3ab2dd.png"",""frames/6d530cad3a654da7eb791ece.png"",""frames/16e34b2a5d2346b486fc0abf.png"",""frames/3ebae4b4e7846963f2d85135.png"",""frames/6c53f867443961ff012a6194.png"",""frames/c3079e65122d3fdb8a435a13.png"",""frames/aa0cdf5c80fe1b373de1e6f9.png"",""frames/95d0322fadcf842433fc79de.png"",""frames/3bf8cdada5f6f40ca53820cd.png"",""frames/ccb8d4edcdf658978a5bdbfa.png""]","[0,0.5,1,0.5]","[[8.94831,1,0.557698]]"
cf32940927e8fbc33e0faf02,"[""frames/5357f04e346f3fce9829c489.png"",""frames/49a009311b46f8c5bf358465.png"",""frames/76ef8947ed3c6126c518bb39.png"",""frames/d7580bcdb6dad1f49d88781e.png"",""frames/4e0448c60367839d3a4ca730.png"",""frames/e9b8032cebe76034d6248465.png"",""frames/f33ccc7c08fd31501a2e80a4.png"",""frames/990271c9129d2f326fd1b482.png"",""frames/280826bfb8db6f1bf191352a.png"",""frames/8a4d8ffc584583139ed8f288.png"",""frames/a02b7633f9c41e7d5db87ad0.png"",""frames/f3f2ec23034bb3665ec79cfc.png"",""frames/eeec925f74add434a335b1f6.png"",""frames/3d608a7b2959b33c74616d67.png"",""frames/27418ce6333271c618304b34.png"",""frames/b004f250eac76b3ff7f74648.png"",""frames/e134723225a22c8ad0ce930e.png"",""frames/f538223e16d8198b674037bf.png"",""frames/dc37532d954cbdc72bca2198.png"",""frames/80a881cfaed2c9075907a102.png""]","[0,0.5,1,0.5]","[[3.034461,-1,0.320616]]"
cfaae424dc61844b5a3e1dbf,"[""frames/0738464bcd26cb45c5275edc.png"",""frames/5501c5f964c991b327572f5b.png"",""frames/bdd184eea71e72881c5b1b95.png"",""frames/44bb3923575bfce115f06525.png"",""frames/ce788b8057234021ea532028.png"",""frames/0120de735f8c10f2d9b7993b.png"",""frames/5b6a5c4233537e9a1ccaf5ed.png"",""frames/0509f9651b5811e6af398a10.png"",""frames/7e57f2df1edebabb14a51755.png"",""frames/60bdfe10bbda7cc309fbaba1.png"",""frames/500d5cc0da7c41fc44f0a15b.png"",""frames/f92206e461c72eb5300f561e.png"",""frames/153be7cc5eb82057815a0636.png"",""frames/48c931f85c4c969ad33f370f.png"",""frames/d21e27b06d3763b81adad872.png"",""frames/e366959c118d7f2df36e7b16.png"",""frames/e7900caaf15fa71da94d28d6.png"",""frames/bc5e70225285364b70fd66e5.png"",""frames/0d603e9a9226cc44fcde4c6f.png"",""frames/9b15d0ccf2b3163439de44bd.png""]","[0.8,0,0.8,1]","[[1.506446,1,0.215242],[1.911269,-1,0.275689],[15.669352,1,0.614799],[18.882578,1,0.066493]]"
cfb59ebaee8f3bf6ec47882a,"[""frames/e2fe44fa606fa42dc948e236.png"",""frames/e43e7ccf354ef9f43ef9a348.png"",""frames/3c0acce55850b799b26195ae.png"",""frames/92ed1fe74d9e89a4bfebc05b.png"",""frames/6dadda74906e394453f11abf.png"",""frames/77e90514df1d0c84c43c0171.png"",""frames/bf7c876fead2ea34b40ceacf.png"",""frames/9fb7a908e66836917ac3eb07.png"",""frames/f301c892140080ad7f5a2ea4.png"",""frames/6c451e6f5ed615d913a4cde0.png"",""frames/f3517b860cd5ed3fc1544fb7.png"",""frames/b0e08d5f35bf11fcb1869528.png"",""frames/0e5e5992d8f91162a694207c.png"",""frames/51d81123c63acb0b19f5036a.png"",""frames/f4b0fc87f39f83412ba95728.png"",""frames/51b97d5b44274f6b4bba0a97.png"",""frames/f3c44903449587fc0f223130.png"",""frames/07c6301e73913dd23c80933a.png"",""frames/4a92f6c331998da42b3acf9e.png"",""frames/98d2a0cf97e5288d053a2eb8.png""]","[0,0.8,1,0.8]","[[3.555619,-1,0.574531],[5.968517,-1,0.620683],[10.28629,-1,0.559999],[13.152995,-1,0.50983],[17.17081,1,0.38242],[17.929491,-1,0.464282]]"
d074d2120dd70f96a9b8ffbf,"[""frames/9c044f9dae34b3abab184966.png"",""frames/be6d6ace3c8c0c5f77ed0b6a.png"",""frames/bca682f6aa3cf7cf0d6e7541.png"",""frames/951d9fa0d45eae8062e964f6.png"",""frames/f19b683a528df019c52c19cb.png"",""frames/fac87df1074eb625e4e47753.png"",""frames/070fa2d676ff5fe25b54cca5.png"",""frames/cdd72c7d6a72f38bb1127579.png"",""frames/af50b1c32f3643045ca94403.png"",""frames/59c10746da6dfa563ed0bb5e.png"",""frames/4bfd82a8e5015244de5ed8ba.png"",""frames/2e284cee29c82dbe056dfd2d.png"",""frames/ba30fd008ff3f97388d08ff7.png"",""frames/118f87706581308cbf1d13af.png"",""frames/5eeb336733ddf56e60feb2c3.png"",""frames/96c245ac0bee9c5f50f16850.png"",""frames/b307fec26038414362fd20b1.png"",""frames/25b8e80b21485fc7e103b2e4.png"",""frames/82d97db2d067964b31044012.png"",""frames/bf0c0529637d3440efbbc077.png""]","[0.35,0,0.35,1]","[[11.574082,-1,0.779453]]"
d0cf5ac4bf28a5ba124b4df6,"[""frames/128ab916bc773afc10b5a8c8.png"",""frames/1ffc2726eb277a45985f4d5f.png"",""frames/d1983ceaa3f7cdbdfa90db4a.png"",""frames/8aee44fb5dca06dd815ef2a3.png"",""frames/00fb231aafb63342b4f5ef22.png"",""frames/66285cadbb865889c162c21f.png"",""frames/b0331faafebf2bfd8059ae6a.png"",""frames/f979ae6af117eb99796c08d2.png"",""frames/9187c1a0d8548bd975ca8df1.png"",""frames/a220c2072f14b9e2c1eb8022.png"",""frames/0c4ece6b2a82c30e59053b33.png"",""frames/787b73aaf0c2875d31b4dfe3.png"",""frames/9b93f5c14582ca67093b86b9.png"",""frames/782ccbc8840f39f311026ef1.png"",""frames/aef31313f863e44bfd780c83.png"",""frames/4d1fe12d69b8a164de2d1e55.png"",""frames/57e1bb3e9ae54e4f71288607.png"",""frames/53672a1473e2f3d2b165ba74.png"",""frames/3d2d07632b828c8d9d887a6e.png"",""frames/03490689db9456b6ff5b1556.png""]","[0.35,0,0.35,1]","[[1.465928,1,0.216718],[9.961373,-1,0.738144]]"
d14dedec3ba085c1b2dd521b,"[""frames/00d734e1bc9c3960e095298b.png"",""frames/351a4c2e219ff3da13e8ade7.png"",""frames/a85e464a13cd33043558b271.png"",""frames/9671c48bfe6d124fd44e9216.png"",""frames/38e26e93ed724428fcf3baee.png"",""frames/f538ce01511346ffe8e117c1.png"",""frames/89f12749bb3442df360fd8b1.png"",""frames/9c24424bb462a220ec4d5f9c.png"",""frames/4d61e543fc846c8d7e389c80.png"",""frames/3d47381671bf8a4a9bd02d8c.png"",""frames/a79e766b0045157f48af4f08.png"",""frames/eb28a5f5edc2c835215a46ca.png"",""frames/e685caaa77f7c81e2e473558.png"",""frames/b946e24719ca5b4bd3678102.png"",""frames/f9980f072297e67c50291f5b.png"",""frames/6b2e3c978b529d49b67e8c19.png"",""frames/913c7d60143d85425b18840c.png"",""frames/e87337c049af6e07e00b49ac.png"",""frames/959f1366544cb53bd32de0b0.png"",""frames/2612b32e24c0e6287c6232ac.png""]","[0.2,0,0.2,1]","[[1.516115,1,0.609912]]"
d14f5af1f9376e04ba12c649,"[""frames/e42c93f046fd82f3494f7f79.png"",""frames/bbd9555bf7165920ab98629f.png"",""frames/dd9282e2bd0359998058971c.png"",""frames/ff46e67a79173ab7b40204a7.png"",""frames/7280f52622c0267f9a3886e5.png"",""frames/3882ac948b9bcd0580f95683.png"",""frames/6979fd331919454fca05eb2b.png"",""frames/458aa674691a204fd0231cc1.png"",""frames/09ece14e94bdde99244f6029.png"",""frames/3a60909e3065ae92a6115bef.png"",""frames/bffeb13136159a1961416c2d.png"",""frames/6fa378d887aef81063e95feb.png"",""frames/5f347b42d47a5627fe94614f.png"",""frames/841ab49e9c85822c4748c324.png"",""frames/bae608a495d8f0c17474be80.png"",""frames/2807a1e0722586864cf86fc7.png"",""frames/6b44ac1199144242fa72ea01.png"",""frames/810f35e2b57efbe49a013ca2.png"",""frames/cb25d830e19211630dd09129.png"",""frames/6a1c54b461625a92e6f3205d.png""]","[0,0.35,1,0.35]","[[0.077999,-1,0.025],[2.468625,1,0.313088],[6.996516,1,0.048354]]"
d1c1d6317c384c79f09412c5,"[""frames/37f4f6bdc2f45c5c9c36010a.png"",""frames/35b2f09056973bc5b2a7e955.png"",""frames/be0a55fb6b1ffed93a125524.png"",""frames/098e4b10fddf8f6ccf546da8.png"",""frames/6b3aabd107c747107790cf65.png"",""frames/24a36521e51ca68d7b01bc73.png"",""frames/b03a6ec031bff8141b964b77.png"",""frames/e6f324b8622421527f644a4e.png"",""frames/90ff81032225efdc2a74cba8.png"",""frames/df5f41ca1f48c73f8474ea7d.png"",""frames/9bc4533daa7f336b7dcb9210.png"",""frames/70ce8bd62af55477efca269e.png"",""frames/3615ec50b10289433260a965.png"",""frames/d8915a3fb4b80a341cf28641.png"",""frames/e10bb18ae05df23f7b585146.png"",""frames/66a329dac9fb08ca3c15b040.png"",""frames/f06b4fcf1ce42c8a7072ac34.png"",""frames/8051fc34d4e0e20bf197e2f3.png"",""frames/204ae77b1933a602993df73e.png"",""frames/0a7bebf203a6df0ef65d5a09.png""]","[0,0.8,1,0.8]","[[5.086753,1,0.336834]]"
d1fc59a877d6dd040e78c881,"[""frames/6a66a0df0189b2a2b065f534.png"",""frames/a3739e415984ae238bae1e23.png"",""frames/160359a90437a5da85d9bcdf.png"",""frames/802bd7bfd8495af3b499cbaf.png"",""frames/cd85fcded115a31c71854179.png"",""frames/5a512818f096c1a47c7aad25.png"",""frames/8e8a7971f8a11549916f1642.png"",""frames/a45ade735ac6b220b34667a2.png"",""frames/f24f7ba548be47f8102f7da0.png"",""frames/35f1b134c3e343b55a4a0fcb.png"",""frames/80f0a65b638e1f8f5b7eea41.png"",""frames/159371005535b31e7f129251.png"",""frames/445513cc697ff534a886b0d8.png"",""frames/fb5c69385f1bcaee9db973ea.png"",""frames/dbac70c609a2be976f545129.png"",""frames/acf24ea02d7a4a0967e59e9d.png"",""frames/01687eed1bd3d477f2e446db.png"",""frames/62d3ed74ee438b78a051d15c.png"",""frames/a5587f4d34f94153518a6e33.png"",""frames/1012f55e03d9ed752c5d4ade.png""]","[0,0.5,1,0.5]","[[1.118273,1,0.521713],[5.544352,1,0.492409],[9.066593,-1,0.558951],[10.78494,1,0.404687],[10.983885,-1,0.439404],[12.672307,1,0.355304],[14.340637,1,0.612104],[14.911295,-1,0.436692],[15.866351,1,0.479403],[18.28111,-1,0.413817]]"
d26c1cabaa271c795138bf44,"[""frames/e0266af1c447ac3e4824e5c7.png"",""frames/bce5f4bb66fbf7b1f5ef7019.png"",""frames/e401d6f29e03c657e436af1c.png"",""frames/d06da3e4d051d6804d9b4c20.png"",""frames/6ec000b155d126e795e9679e.png"",""frames/9c04a05fb569d9a4f0db485f.png"",""frames/2e199127c97e7fa3f48e1623.png"",""frames/fe8f5fdac82e3cc4f13118f1.png"",""frames/c4612e91e71a085f14c68caf.png"",""frames/2ed7825c88e84051e9abf96e.png"",""frames/eb1bac5edf23c14b0ecfece7.png"",""frames/37c216de5517efcc8d7eb857.png"",""frames/02aa57422ad5436904101783.png"",""frames/099df1f897379a929e7ce58f.png"",""frames/3de20bcebf78b7ea58645726.png"",""frames/12c8db6c33cad498e314af31.png"",""frames/470c28fcf751d317ea089de6.png"",""frames/959e3a34be1081550128c71c.png"",""frames/0bb9514c5fa8c61517ce22b5.png"",""frames/4cb0988579cb42a8b93ef258.png""]","[0.35,0,0.35,1]","[[2.859538,1,0.702389],[17.859538,1,0.338189]]"
